Date,SKU,Sales,On_Hand,Lead_Time_Days,Avg_Daily_Demand,Demand_Std,Safety_Stock,Reorder_Point
2025-12-02,SKU_002,38,765,8,55.0,19.570385790780925,91.3331265204471,531.3331265204471
2025-12-03,SKU_002,44,721,8,53.625,18.531344103591465,86.48401792899573,515.4840179289957
2025-12-04,SKU_002,43,678,8,52.44444444444444,17.692591041952497,82.56963727666484,502.12519283222036
2025-12-05,SKU_002,51,627,8,52.3,16.686987611775695,77.87658184589253,496.2765818458925
2025-12-06,SKU_002,73,554,8,54.18181818181818,17.016569465189992,79.41470896502739,512.8692544195728
2025-12-07,SKU_002,54,500,8,54.166666666666664,16.224747278229767,75.71935023493005,509.0526835682634
2025-12-08,SKU_002,50,450,8,53.84615384615385,15.57693890470864,72.696090255677,503.4653210249078
2025-12-09,SKU_002,32,418,8,52.285714285714285,16.064430710919513,74.97116808451129,493.2568823702256
2025-12-10,SKU_002,64,354,8,53.857142857142854,16.05690430388672,74.93604305973562,505.79318591687843
2025-12-11,SKU_002,31,323,8,53.07142857142857,16.92728469167359,78.99802543088039,503.56945400230893
2025-12-12,SKU_002,43,280,8,51.214285714285715,16.465248118519064,76.84174475025756,486.55603046454326
2025-12-13,SKU_002,69,211,8,50.0,14.169305938161925,66.12680126963534,466.12680126963534
2025-12-14,SKU_002,45,166,8,48.214285714285715,12.980331697957913,60.57797173346644,446.29225744775215
2025-12-15,SKU_002,42,768,8,48.5,12.780694576045304,59.64628429977203,447.64628429977205
2025-12-16,SKU_002,35,733,8,48.285714285714285,12.993658639319598,60.64016729948796,446.92588158520226
2025-12-17,SKU_002,49,684,8,48.642857142857146,12.935384641524031,60.368208102034544,449.5110652448917
2025-12-18,SKU_002,43,641,8,48.642857142857146,12.935384641524031,60.368208102034544,449.5110652448917
2025-12-19,SKU_002,52,589,8,48.714285714285715,12.9521520126287,60.446459825985706,450.1607455402714
2025-12-20,SKU_002,69,520,8,48.42857142857143,12.407902480114997,57.90649909433859,445.33507052291003
2025-12-21,SKU_002,54,466,8,48.42857142857143,12.407902480114997,57.90649909433859,445.33507052291003
2025-12-22,SKU_002,38,428,8,47.57142857142857,12.701994305645837,59.27899763355955,439.8504262049881
2025-12-23,SKU_002,34,394,8,47.714285714285715,12.523384719602157,58.445443707015265,440.159729421301
2025-12-24,SKU_002,57,337,8,47.214285714285715,11.949757457651735,55.7683799101444,433.4826656244301
2025-12-25,SKU_002,48,289,8,48.42857142857143,11.001498399443914,51.342945201634286,438.7715166302057
2025-12-26,SKU_002,53,236,8,49.142857142857146,10.946422969361992,51.085913415055515,444.2287705579127
2025-12-27,SKU_002,63,173,8,48.714285714285715,10.20127119852884,47.608361071938226,437.32264678622397
2025-12-28,SKU_002,43,130,8,48.57142857142857,10.27105182026191,47.934020587369154,436.5054491587977
2025-12-29,SKU_002,32,742,8,47.857142857142854,11.079135920605573,51.70527211837459,434.5624149755174
2025-12-30,SKU_002,26,716,8,47.214285714285715,12.096907242562654,56.45511394116471,434.16939965545043
2025-12-31,SKU_002,42,674,8,46.714285714285715,12.161911359325385,56.7584819628333,430.472767677119
2026-01-01,SKU_002,51,623,8,47.285714285714285,12.161911359325385,56.7584819628333,435.04419624854756
2026-01-02,SKU_002,49,574,8,47.07142857142857,12.098723935982706,56.46359227632664,433.03502084775516
2026-01-03,SKU_002,66,508,8,46.857142857142854,11.700474302398979,54.60499916734669,429.46214202448954
2026-01-04,SKU_002,56,452,8,47.0,11.806126180276719,55.098066418676815,431.0980664186768
2026-01-05,SKU_002,24,428,8,46.0,13.144170980675453,61.342594061172896,429.3425940611729
2026-01-06,SKU_002,25,403,8,45.357142857142854,13.970337493071868,65.19823448698422,428.05537734412707
2026-01-07,SKU_002,60,343,8,45.57142857142857,14.184033741739798,66.19553452619587,430.7669630976244
2026-01-08,SKU_002,48,295,8,45.57142857142857,14.184033741739798,66.19553452619587,430.7669630976244
2026-01-09,SKU_002,42,253,8,44.785714285714285,14.044865316486366,65.54604874051908,423.8317630262334
2026-01-10,SKU_002,67,186,8,45.07142857142857,14.477910419321221,67.56702899042848,428.138457561857
2026-01-11,SKU_002,74,112,8,47.285714285714285,16.382113000880757,76.45376107437475,454.73947536008905
2026-01-12,SKU_002,20,736,8,46.42857142857143,17.517965660404773,81.75467725303092,453.1832486816024
2026-01-13,SKU_002,40,696,8,47.42857142857143,16.63968511959048,77.65582562015071,457.08439704872217
2026-01-14,SKU_002,37,659,8,47.07142857142857,16.817867264925695,78.48738472161982,455.0588132930484
2026-01-15,SKU_002,46,613,8,46.714285714285715,16.78107254034722,78.31566724649504,452.02995296078075
2026-01-16,SKU_002,51,562,8,46.857142857142854,16.810514762891902,78.45307129491106,453.3102141520539
2026-01-17,SKU_002,70,492,8,47.142857142857146,17.190592878562494,80.2268596605215,457.36971680337865
2026-01-18,SKU_002,79,413,8,48.785714285714285,19.09562403125012,89.11745860700601,479.4031728927203
2026-01-19,SKU_002,18,395,8,48.357142857142854,19.750782429904053,92.17502045350679,479.0321633106496
2026-01-20,SKU_002,40,355,8,49.42857142857143,18.768690318286364,87.59169010713389,483.02026153570534
2026-01-21,SKU_002,40,315,8,48.0,18.663003303533234,87.0984588753529,471.0984588753529
2026-01-22,SKU_002,49,266,8,48.07142857142857,18.664916846295377,87.10738919717004,471.6788177685986
2026-01-23,SKU_002,63,203,8,49.57142857142857,18.980614749363003,88.58072124240228,485.1521498138308
2026-01-24,SKU_002,62,141,8,49.214285714285715,18.671980536163197,87.14035476500787,480.8546404792936
2026-01-25,SKU_002,53,732,8,47.714285714285715,17.322411323656247,80.84204378883581,462.55632950312156
2026-01-26,SKU_002,40,692,8,49.142857142857146,15.600084530624747,72.80410868734158,465.94696583019874
2026-01-27,SKU_002,38,654,8,49.0,15.699093555410727,73.26617437598547,465.2661743759855
2026-01-28,SKU_002,38,616,8,49.07142857142857,15.642468257497388,73.00190950385335,465.5733380752819
2026-01-29,SKU_002,64,552,8,50.357142857142854,16.103545442671187,75.15371281214624,478.01085566928907
2026-01-30,SKU_002,53,499,8,50.5,16.11855118513114,75.22374318299735,479.22374318299734
2026-01-31,SKU_002,72,427,8,50.642857142857146,16.312369741806574,76.12827592691428,481.27113306977145
2026-02-01,SKU_002,56,371,8,49.0,14.266690630221913,66.58128635215526,458.58128635215525
2026-02-02,SKU_002,38,333,8,50.42857142857143,11.692958339328626,54.56992288354902,457.99849431212044
2026-02-03,SKU_002,38,295,8,50.285714285714285,11.84144333346997,55.26288820887682,457.5486024945911
2026-02-04,SKU_002,44,251,8,50.57142857142857,11.620368627241012,54.23115361098291,458.80258218241147
2026-02-05,SKU_002,45,206,8,50.285714285714285,11.710800875382406,54.65319229991449,456.9389065856288
2026-02-06,SKU_002,56,150,8,49.785714285714285,11.267233442622445,52.58310533843519,450.86881962414947
2026-02-07,SKU_002,66,728,8,50.07142857142857,11.645165954587778,54.346880375909436,454.918308947338
2026-02-08,SKU_002,52,676,8,50.0,11.628876524874164,54.27085915890919,454.27085915890916
2026-02-09,SKU_002,41,635,8,50.07142857142857,11.565627361442026,53.97568133728541,454.547109908714
2026-02-10,SKU_002,27,608,8,49.285714285714285,12.760688258678098,59.55291672210434,453.8386310078186
2026-02-11,SKU_002,35,573,8,49.07142857142857,12.987948767484935,60.613519871467595,453.18494844289614
2026-02-12,SKU_002,38,535,8,47.214285714285715,12.540264820100177,58.524221528308374,436.2385072425941
2026-02-13,SKU_002,48,487,8,46.857142857142854,12.433559691150679,58.026238854542385,432.8833817116852
2026-02-14,SKU_002,43,444,8,44.785714285714285,10.123685642542021,47.246276671719535,405.53199095743383
2026-02-15,SKU_002,67,377,8,45.57142857142857,11.406572233142196,53.233386202583574,417.80481477401213
2026-02-16,SKU_002,32,345,8,45.142857142857146,11.818220241234723,55.15450824927904,416.2973653921362
2026-02-17,SKU_002,36,309,8,45.0,11.922828781536982,55.64270634351621,415.64270634351624
2025-11-26,SKU_003,32,661,4,32.0,0.0,0.0,128.0
2025-11-27,SKU_003,25,636,4,28.5,4.949747468305833,16.334166645409248,130.33416664540925
2025-11-28,SKU_003,29,607,4,28.666666666666668,3.511884584284246,11.589219128138012,126.25588579480468
2025-11-29,SKU_003,41,566,4,31.75,6.800735254367722,22.44242633941348,149.4424263394135
2025-11-30,SKU_003,57,509,4,36.8,12.735776379946376,42.02806205382304,189.22806205382304
2025-12-01,SKU_003,20,489,4,34.0,13.29661611087573,43.87883316588991,179.87883316588992
2025-12-02,SKU_003,29,460,4,33.285714285714285,12.284329933079862,40.538288779163544,173.68114592202068
2025-12-03,SKU_003,28,432,4,32.625,11.525592640479957,38.03445571358385,168.53445571358384
2025-12-04,SKU_003,38,394,4,33.22222222222222,10.92906420717,36.065911883661,168.9548007725499
2025-12-05,SKU_003,37,357,4,33.6,10.373041983911952,34.23103854690944,168.63103854690945
2025-12-06,SKU_003,36,321,4,33.81818181818182,9.86730137188666,32.56209452722597,167.83482179995326
2025-12-07,SKU_003,30,291,4,33.5,9.472448085224471,31.25907868124075,165.25907868124074
2025-12-08,SKU_003,20,271,4,32.46153846153846,9.811688476976364,32.378571974022,162.22472582017585
2025-12-09,SKU_003,32,239,4,32.42857142857143,9.427572374642418,31.11098883631998,160.8252745506057
2025-12-10,SKU_003,42,197,4,33.142857142857146,9.765379529881947,32.22575244861042,164.797181020039
2025-12-11,SKU_003,31,166,4,33.57142857142857,9.50881603658323,31.37909292072466,165.66480720643892
2025-12-12,SKU_003,34,132,4,33.92857142857143,9.417367635746901,31.07731319796477,166.7915989122505
2025-12-13,SKU_003,49,83,4,34.5,10.097600628938464,33.32208207549693,171.32208207549692
2025-12-14,SKU_003,40,505,4,33.285714285714285,7.984875813576674,26.350090184803022,159.49294732766015
2025-12-15,SKU_003,18,487,4,33.142857142857146,8.25420305855557,27.238870093233377,159.81029866466196
2025-12-16,SKU_003,22,465,4,32.642857142857146,8.723153477579457,28.786406476012207,159.3578350474408
2025-12-17,SKU_003,27,438,4,32.57142857142857,8.768073954929946,28.93464405126882,159.2203583369831
2025-12-18,SKU_003,41,397,4,32.785714285714285,8.945807539147738,29.521164879187534,160.66402202204466
2025-12-19,SKU_003,35,362,4,32.642857142857146,8.889121639199427,29.33410140935811,159.9055299807867
2025-12-20,SKU_003,40,322,4,32.92857142857143,9.067815322627315,29.923790564670135,161.63807627895585
2025-12-21,SKU_003,55,267,4,34.714285714285715,10.751948456182054,35.48142990540078,174.33857276254363
2025-12-22,SKU_003,28,239,4,35.285714285714285,10.102768633693149,33.33913649118739,174.48199363404453
2025-12-23,SKU_003,20,219,4,34.42857142857143,10.881984305152367,35.910548207002805,173.62483392128854
2025-12-24,SKU_003,31,188,4,33.642857142857146,10.688650651380309,35.27254714955502,169.8439757209836
2025-12-25,SKU_003,29,159,4,33.5,10.739932674190923,35.44177782483005,169.44177782483004
2025-12-26,SKU_003,43,116,4,34.142857142857146,11.037398960995105,36.423416571283845,172.99484514271242
2025-12-27,SKU_003,44,534,4,33.785714285714285,10.59156828242724,34.95217533200989,170.09503247486703
2025-12-28,SKU_003,38,496,4,33.642857142857146,10.514511165762535,34.69788684701636,169.26931541844493
2025-12-29,SKU_003,29,467,4,34.42857142857143,9.629396384263902,31.777008068070877,169.4912937823566
2025-12-30,SKU_003,29,438,4,34.92857142857143,9.101684423262508,30.035558596766275,169.749844311052
2025-12-31,SKU_003,25,413,4,34.785714285714285,9.250185623323139,30.525612556966358,169.6684696998235
2026-01-01,SKU_003,44,369,4,35.0,9.438057166436487,31.145588649240405,171.1455886492404
2026-01-02,SKU_003,41,328,4,35.42857142857143,9.573314559145736,31.591938045180928,173.30622375946666
2026-01-03,SKU_003,47,281,4,35.92857142857143,10.003570791043998,33.01178361044519,176.72606932473093
2026-01-04,SKU_003,31,250,4,34.214285714285715,8.41407768544499,27.766456361968466,164.62359921911133
2026-01-05,SKU_003,21,229,4,33.714285714285715,8.999389478681929,29.697985279650364,164.55512813679323
2026-01-06,SKU_003,31,198,4,34.5,8.150035393976946,26.89511680012392,164.89511680012393
2026-01-07,SKU_003,27,171,4,34.214285714285715,8.349837137320717,27.554462553158366,164.41160541030123
2026-01-08,SKU_003,41,130,4,35.07142857142857,8.389226476804696,27.684447373455495,167.97016165916978
2026-01-09,SKU_003,35,557,4,34.5,8.074175356796985,26.64477867743005,164.64477867743005
2026-01-10,SKU_003,46,511,4,34.642857142857146,8.270495686541343,27.292635765586432,165.864064337015
2026-01-11,SKU_003,48,463,4,35.357142857142854,8.983807166718979,29.646563650172627,171.07513507874404
2026-01-12,SKU_003,30,433,4,35.42857142857143,8.933207587546473,29.47958503890336,171.1938707531891
2026-01-13,SKU_003,30,403,4,35.5,8.881701153755145,29.309613807391976,171.30961380739197
2026-01-14,SKU_003,35,368,4,36.214285714285715,8.359044584976592,27.584847130422755,172.44198998756562
2026-01-15,SKU_003,17,351,4,34.285714285714285,9.465959835346633,31.237667456643887,168.38052459950103
2026-01-16,SKU_003,53,298,4,35.142857142857146,10.596495377515831,34.96843474580224,175.5398633172308
2026-01-17,SKU_003,43,255,4,34.857142857142854,10.302032233101787,33.996706369235895,173.42527779780733
2026-01-18,SKU_003,33,222,4,35.0,10.258204971181327,33.852076404898376,173.85207640489838
2026-01-19,SKU_003,21,201,4,35.0,10.258204971181327,33.852076404898376,173.85207640489838
2026-01-20,SKU_003,24,177,4,34.5,10.631954737415956,35.085450633472654,173.08545063347265
2026-01-21,SKU_003,30,147,4,34.714285714285715,10.49856086422231,34.64525085193362,173.50239370907647
2026-01-22,SKU_003,35,574,4,34.285714285714285,10.343549245254794,34.13371250934082,171.27656965219796
2026-01-23,SKU_003,39,535,4,34.57142857142857,10.419761445034556,34.38521276861403,172.6709270543283
2026-01-24,SKU_003,36,499,4,33.857142857142854,9.906153044036225,32.69030504531954,168.11887647389096
2026-01-25,SKU_003,42,457,4,33.42857142857143,9.362069837827086,30.894830464829383,164.60911617911512
2026-01-26,SKU_003,30,427,4,33.42857142857143,9.362069837827086,30.894830464829383,164.60911617911512
2026-01-27,SKU_003,18,409,4,32.57142857142857,10.210961573903619,33.69617319388194,163.98188747959622
2026-01-28,SKU_003,27,382,4,32.0,10.28815599833876,33.95091479451791,161.9509147945179
2026-01-29,SKU_003,31,351,4,33.0,9.3561990967733,30.87545701935189,162.8754570193519
2026-01-30,SKU_003,41,310,4,32.142857142857146,7.803915613401959,25.752921524226466,154.32435009565506
2026-01-31,SKU_003,57,253,4,33.142857142857146,9.913915184512842,32.71592010889238,165.28734868032097
2026-02-01,SKU_003,41,212,4,33.714285714285715,10.133179100426418,33.43949103140718,168.29663388855005
2026-02-02,SKU_003,32,180,4,34.5,9.476692055126218,31.27308378191652,169.2730837819165
2026-02-03,SKU_003,28,152,4,34.785714285714285,9.191790412591612,30.332908361552317,169.47576550440945
2026-02-04,SKU_003,27,125,4,34.57142857142857,9.345622469405631,30.84055414903858,169.12626843475286
2026-02-05,SKU_003,26,561,4,33.92857142857143,9.619405752590286,31.74403898354794,167.45832469783366
2026-02-06,SKU_003,51,510,4,34.785714285714285,10.591568282427243,34.9521753320099,174.09503247486703
2026-02-07,SKU_003,41,469,4,35.142857142857146,10.719193015385953,35.37333695077364,175.94476552220223
2026-02-08,SKU_003,39,430,4,34.92857142857143,10.600901889892246,34.98297623664441,174.69726195093014
2026-02-09,SKU_003,29,401,4,34.857142857142854,10.639961992826445,35.11187457632727,174.54044600489868
2026-02-10,SKU_003,32,369,4,35.857142857142854,9.534206778809606,31.4628823700717,174.8914537986431
2026-02-11,SKU_003,37,332,4,36.57142857142857,9.187904136286067,30.320083649744017,176.6057979354583
2026-02-12,SKU_003,33,299,4,36.714285714285715,9.109830458851096,30.062440514208618,176.91958337135148
2026-02-13,SKU_003,36,263,4,36.357142857142854,9.02651771050288,29.7875084446595,175.2160798732309
2026-02-14,SKU_003,33,230,4,34.642857142857146,6.811835208011053,22.479056186436473,161.05048475786506
2026-02-15,SKU_003,39,191,4,34.5,6.68810655049464,22.07075161663231,160.07075161663232
2026-02-16,SKU_003,24,167,4,33.92857142857143,7.237342114279312,23.88322897712173,159.59751469140744
2026-02-17,SKU_003,26,141,4,33.785714285714285,7.381667222857655,24.35950183543026,159.5023589782874
2025-11-26,SKU_004,31,769,8,31.0,0.0,0.0,248.0
2025-11-27,SKU_004,29,740,8,30.0,1.4142135623730951,6.6,246.6
2025-11-28,SKU_004,32,708,8,30.666666666666668,1.5275252316519463,7.1288147682486445,252.462148101582
2025-11-29,SKU_004,32,676,8,31.0,1.4142135623730947,6.599999999999999,254.6
2025-11-30,SKU_004,37,639,8,32.2,2.9495762407505244,13.765391385645374,271.3653913856454
2025-12-01,SKU_004,20,619,8,30.166666666666668,5.636192568273965,26.30357390165831,267.63690723499167
2025-12-02,SKU_004,24,595,8,29.285714285714285,5.648430038936652,26.360685011693352,260.64639929740764
2025-12-03,SKU_004,36,559,8,30.125,5.743008171432709,26.80207214803683,267.8020721480368
2025-12-04,SKU_004,30,529,8,30.11111111111111,5.372253820428733,25.07179690409126,265.96068579298014
2025-12-05,SKU_004,36,493,8,30.7,5.396500923952688,25.184955826842337,270.78495582684235
2025-12-06,SKU_004,48,445,8,32.27272727272727,7.308774303409691,34.10935355587965,292.2911717376978
2025-12-07,SKU_004,43,402,8,33.166666666666664,7.625714074859819,35.58848128257231,300.92181461590565
2025-12-08,SKU_004,23,379,8,32.38461538461539,7.826647446794205,36.5262181916581,295.6031412685812
2025-12-09,SKU_004,26,353,8,31.928571428571427,7.7107745367144505,35.98545035653489,291.4140217851063
2025-12-10,SKU_004,23,330,8,31.357142857142858,8.07281423484584,37.67505514554397,288.5321980026868
2025-12-11,SKU_004,41,289,8,32.214285714285715,8.432342237148323,39.35293808934392,297.06722380362964
2025-12-12,SKU_004,44,245,8,33.07142857142857,8.999694744518033,42.00071820422039,306.57214677564895
2025-12-13,SKU_004,44,201,8,33.92857142857143,9.44998401068477,44.10217532199368,315.53074675056513
2025-12-14,SKU_004,36,165,8,33.857142857142854,9.428737927267832,44.00302187425238,314.86016473139523
2025-12-15,SKU_004,34,131,8,34.857142857142854,8.547218556638471,39.88905493110488,318.74619778824774
2025-12-16,SKU_004,33,98,8,35.5,7.987971726770963,37.27910324111268,321.2791032411127
2025-12-17,SKU_004,28,70,8,34.92857142857143,8.231873192884851,38.41736815327379,317.84593958184524
2025-12-18,SKU_004,27,491,8,34.714285714285715,8.40721824870264,39.235686828181315,316.94997254246704
2025-12-19,SKU_004,26,465,8,34.0,8.708969735057863,40.64393227493165,312.6439322749317
2025-12-20,SKU_004,36,429,8,33.142857142857146,7.764387566686394,36.23565726108548,301.37851440394263
2025-12-21,SKU_004,38,391,8,32.785714285714285,7.38166722285765,34.449537868317755,296.735252154032
